State,district,statecd,id,districtID,stateID,nytID,party,bernieBin
GA,2,GA2,4326,115,9,B000490,D,1
GA,2,GA2,4419,115,9,B000490,D,1
GA,2,GA2,4420,115,9,B000490,D,1
GA,2,GA2,4421,115,9,B000490,D,1
GA,3,GA3,4135,116,9,W000796,R,0
GA,3,GA3,4230,116,9,W000796,R,0
GA,3,GA3,4228,116,9,W000796,R,0
GA,3,GA3,4324,116,9,W000796,R,0
GA,3,GA3,4229,116,9,W000796,R,0
GA,4,GA4,3850,117,9,J000288,D,0
GA,4,GA4,3851,117,9,J000288,D,0
GA,4,GA4,3946,117,9,J000288,D,0
GA,4,GA4,3947,117,9,J000288,D,0
GA,4,GA4,4041,117,9,J000288,D,0
GA,5,GA5,3848,118,9,L000287,D,2
GA,5,GA5,3849,118,9,L000287,D,2
GA,5,GA5,3943,118,9,L000287,D,2
GA,5,GA5,3944,118,9,L000287,D,2
GA,5,GA5,3945,118,9,L000287,D,2
GA,6,GA6,3660,119,9,P000591,R,1
GA,6,GA6,3661,119,9,P000591,R,1
GA,6,GA6,3662,119,9,P000591,R,1
GA,6,GA6,3757,119,9,P000591,R,1
GA,6,GA6,3756,119,9,P000591,R,1
GA,7,GA7,3852,120,9,W000810,R,1
GA,7,GA7,3948,120,9,W000810,R,1
GA,7,GA7,3758,120,9,W000810,R,1
GA,7,GA7,3853,120,9,W000810,R,1
GA,7,GA7,3949,120,9,W000810,R,1
GA,8,GA8,4327,121,9,S001189,R,1
GA,8,GA8,4422,121,9,S001189,R,1
GA,8,GA8,4232,121,9,S001189,R,1
GA,8,GA8,4328,121,9,S001189,R,1
GA,8,GA8,4423,121,9,S001189,R,1
GA,9,GA9,3565,122,9,C001093,R,1
GA,9,GA9,3566,122,9,C001093,R,1
GA,9,GA9,3567,122,9,C001093,R,1
GA,9,GA9,3471,122,9,C001093,R,1
GA,9,GA9,3470,122,9,C001093,R,1
GA,10,GA10,4042,123,9,H001071,R,1
GA,10,GA10,4138,123,9,H001071,R,1
GA,10,GA10,4137,123,9,H001071,R,1
GA,10,GA10,4136,123,9,H001071,R,1
GA,10,GA10,4231,123,9,H001071,R,1
GA,11,GA11,3658,124,9,L000583,R,1
GA,11,GA11,3659,124,9,L000583,R,1
GA,11,GA11,3755,124,9,L000583,R,1
GA,11,GA11,3754,124,9,L000583,R,1
GA,11,GA11,3753,124,9,L000583,R,1
GA,12,GA12,4233,125,9,A000372,R,1
GA,12,GA12,4139,125,9,A000372,R,1
GA,12,GA12,4044,125,9,A000372,R,1
GA,12,GA12,4140,125,9,A000372,R,1
GA,12,GA12,4043,125,9,A000372,R,1
GA,13,GA13,4040,126,9,S001157,D,1
GA,13,GA13,4039,126,9,S001157,D,1
GA,13,GA13,4038,126,9,S001157,D,1
GA,13,GA13,4133,126,9,S001157,D,1
GA,13,GA13,4134,126,9,S001157,D,1
GA,14,GA14,3467,127,9,G000560,R,1
GA,14,GA14,3468,127,9,G000560,R,1
GA,14,GA14,3469,127,9,G000560,R,1
GA,14,GA14,3564,127,9,G000560,R,1
GA,14,GA14,3563,127,9,G000560,R,1
HI,1,HI1,4766,128,10,T000473,D,1
HI,1,HI1,4863,128,10,T000473,D,1
HI,1,HI1,4864,128,10,T000473,D,1
HI,1,HI1,4958,128,10,T000473,D,1
HI,1,HI1,4959,128,10,T000473,D,1
HI,2,HI2,4961,129,10,G000571,D,2
HI,2,HI2,5057,129,10,G000571,D,2
HI,2,HI2,5152,129,10,G000571,D,2
HI,2,HI2,5056,129,10,G000571,D,2
HI,2,HI2,5151,129,10,G000571,D,2
ID,1,ID1,485,130,11,L000573,R,1
ID,1,ID1,580,130,11,L000573,R,1
ID,1,ID1,675,130,11,L000573,R,1
ID,1,ID1,676,130,11,L000573,R,1
ID,1,ID1,769,130,11,L000573,R,1
ID,2,ID2,770,131,11,S001148,R,2
ID,2,ID2,771,131,11,S001148,R,2
ID,2,ID2,865,131,11,S001148,R,2
ID,2,ID2,866,131,11,S001148,R,2
ID,2,ID2,867,131,11,S001148,R,2
IL,1,IL1,2039,132,12,R000515,D,1
IL,1,IL1,1944,132,12,R000515,D,1
IL,1,IL1,1850,132,12,R000515,D,1
IL,1,IL1,1945,132,12,R000515,D,1
IL,1,IL1,2040,132,12,R000515,D,1
IL,2,IL2,2230,133,12,K000385,D,1
IL,2,IL2,2229,133,12,K000385,D,1
IL,2,IL2,2135,133,12,K000385,D,1
IL,2,IL2,2134,133,12,K000385,D,1
IL,2,IL2,2133,133,12,K000385,D,1
IL,3,IL3,2325,134,12,L000563,D,1
IL,3,IL3,2420,134,12,L000563,D,1
IL,3,IL3,2514,134,12,L000563,D,1
IL,3,IL3,2515,134,12,L000563,D,1
IL,3,IL3,2610,134,12,L000563,D,1
IL,4,IL4,2037,135,12,G000535,D,2
IL,4,IL4,2038,135,12,G000535,D,2
IL,4,IL4,1943,135,12,G000535,D,2
IL,4,IL4,1942,135,12,G000535,D,2
IL,4,IL4,1941,135,12,G000535,D,2
IL,5,IL5,1849,136,12,Q000023,D,3
IL,5,IL5,1848,136,12,Q000023,D,3
IL,5,IL5,1847,136,12,Q000023,D,3
IL,5,IL5,1752,136,12,Q000023,D,3
IL,5,IL5,1753,136,12,Q000023,D,3
IL,6,IL6,1751,137,12,R000580,R,1
IL,6,IL6,1750,137,12,R000580,R,1
IL,6,IL6,1749,137,12,R000580,R,1
IL,6,IL6,1845,137,12,R000580,R,1
IL,6,IL6,1846,137,12,R000580,R,1
IL,7,IL7,1754,138,12,D000096,D,2
IL,7,IL7,1659,138,12,D000096,D,2
IL,7,IL7,1564,138,12,D000096,D,2
IL,7,IL7,1660,138,12,D000096,D,2
IL,7,IL7,1755,138,12,D000096,D,2
IL,8,IL8,2034,139,12,D000622,D,1
IL,8,IL8,2035,139,12,D000622,D,1
IL,8,IL8,2036,139,12,D000622,D,1
IL,8,IL8,1940,139,12,D000622,D,1
IL,8,IL8,1939,139,12,D000622,D,1
IL,9,IL9,1561,140,12,S001145,D,2
IL,9,IL9,1562,140,12,S001145,D,2
IL,9,IL9,1563,140,12,S001145,D,2
IL,9,IL9,1658,140,12,S001145,D,2
IL,9,IL9,1657,140,12,S001145,D,2
IL,10,IL10,1656,141,12,D000613,R,1
IL,10,IL10,1655,141,12,D000613,R,1
IL,10,IL10,1654,141,12,D000613,R,1
IL,10,IL10,1559,141,12,D000613,R,1
IL,10,IL10,1560,141,12,D000613,R,1
IL,11,IL11,2513,142,12,F000454,D,2
IL,11,IL11,2418,142,12,F000454,D,2
IL,11,IL11,2419,142,12,F000454,D,2
IL,11,IL11,2323,142,12,F000454,D,2
IL,11,IL11,2324,142,12,F000454,D,2
IL,12,IL12,2988,143,12,B001295,R,1
IL,12,IL12,2893,143,12,B001295,R,1
IL,12,IL12,2892,143,12,B001295,R,1
IL,12,IL12,2798,143,12,B001295,R,1
IL,12,IL12,2797,143,12,B001295,R,1
IL,13,IL13,2608,144,12,D000619,R,3
IL,13,IL13,2607,144,12,D000619,R,3
IL,13,IL13,2606,144,12,D000619,R,3
IL,13,IL13,2701,144,12,D000619,R,3
IL,13,IL13,2702,144,12,D000619,R,3
IL,14,IL14,2132,145,12,H001059,R,1
IL,14,IL14,2131,145,12,H001059,R,1
IL,14,IL14,2228,145,12,H001059,R,1
IL,14,IL14,2227,145,12,H001059,R,1
IL,14,IL14,2226,145,12,H001059,R,1
IL,15,IL15,2894,146,12,S000364,R,1
IL,15,IL15,2799,146,12,S000364,R,1
IL,15,IL15,2704,146,12,S000364,R,1
IL,15,IL15,2703,146,12,S000364,R,1
IL,15,IL15,2609,146,12,S000364,R,1
IL,16,IL16,2511,147,12,K000378,R,2
IL,16,IL16,2512,147,12,K000378,R,2
IL,16,IL16,2417,147,12,K000378,R,2
IL,16,IL16,2321,147,12,K000378,R,2
IL,16,IL16,2322,147,12,K000378,R,2
IL,17,IL17,2225,148,12,B001286,D,1
IL,17,IL17,2224,148,12,B001286,D,1
IL,17,IL17,2128,148,12,B001286,D,1
IL,17,IL17,2129,148,12,B001286,D,1
IL,17,IL17,2130,148,12,B001286,D,1
IL,18,IL18,2320,149,12,S001179,R,1
IL,18,IL18,2416,149,12,S001179,R,1
IL,18,IL18,2319,149,12,S001179,R,1
IL,18,IL18,2415,149,12,S001179,R,1
IL,18,IL18,2510,149,12,S001179,R,1
IN,1,IN1,1946,150,13,V000108,D,1
IN,1,IN1,1851,150,13,V000108,D,1
IN,1,IN1,1852,150,13,V000108,D,1
IN,1,IN1,1756,150,13,V000108,D,1
IN,1,IN1,1661,150,13,V000108,D,1
IN,2,IN2,1662,151,13,W000813,R,1
IN,2,IN2,1663,151,13,W000813,R,1
IN,2,IN2,1664,151,13,W000813,R,1
IN,2,IN2,1758,151,13,W000813,R,1
IN,2,IN2,1757,151,13,W000813,R,1
IN,3,IN3,1947,152,13,S001188,R,1
IN,3,IN3,2043,152,13,S001188,R,1
IN,3,IN3,1948,152,13,S001188,R,1
IN,3,IN3,1854,152,13,S001188,R,1
IN,3,IN3,1853,152,13,S001188,R,1
IN,4,IN4,2232,153,13,R000592,R,1
IN,4,IN4,2136,153,13,R000592,R,1
IN,4,IN4,2041,153,13,R000592,R,1
IN,4,IN4,2042,153,13,R000592,R,1
IN,4,IN4,2137,153,13,R000592,R,1
IN,5,IN5,2328,154,13,B001284,R,1
IN,5,IN5,2233,154,13,B001284,R,1
IN,5,IN5,2234,154,13,B001284,R,1
IN,5,IN5,2138,154,13,B001284,R,1
IN,5,IN5,2044,154,13,B001284,R,1
IN,6,IN6,2613,155,13,M001189,R,1
IN,6,IN6,2614,155,13,M001189,R,1
IN,6,IN6,2518,155,13,M001189,R,1
IN,6,IN6,2423,155,13,M001189,R,1
IN,6,IN6,2424,155,13,M001189,R,1
IN,7,IN7,2422,156,13,C001072,D,1
IN,7,IN7,2327,156,13,C001072,D,1
IN,7,IN7,2326,156,13,C001072,D,1
IN,7,IN7,2421,156,13,C001072,D,1
IN,7,IN7,2231,156,13,C001072,D,1
IN,8,IN8,2705,157,13,B001275,R,1
IN,8,IN8,2611,157,13,B001275,R,1
IN,8,IN8,2516,157,13,B001275,R,1
IN,8,IN8,2612,157,13,B001275,R,1
IN,8,IN8,2517,157,13,B001275,R,1
IN,9,IN9,2800,158,13,Y000064,R,1
IN,9,IN9,2801,158,13,Y000064,R,1
IN,9,IN9,2802,158,13,Y000064,R,1
IN,9,IN9,2706,158,13,Y000064,R,1
IN,9,IN9,2707,158,13,Y000064,R,1
IA,1,IA1,1748,159,14,B001294,R,1
IA,1,IA1,1747,159,14,B001294,R,1
IA,1,IA1,1842,159,14,B001294,R,1
IA,1,IA1,1652,159,14,B001294,R,1
IA,1,IA1,1653,159,14,B001294,R,1
IA,2,IA2,1937,160,14,L000565,D,2
IA,2,IA2,2033,160,14,L000565,D,2
IA,2,IA2,1938,160,14,L000565,D,2
IA,2,IA2,1843,160,14,L000565,D,2
IA,2,IA2,1844,160,14,L000565,D,2
IA,3,IA3,1936,161,14,Y000066,R,1
IA,3,IA3,1935,161,14,Y000066,R,1
IA,3,IA3,2030,161,14,Y000066,R,1
IA,3,IA3,2031,161,14,Y000066,R,1
IA,3,IA3,2032,161,14,Y000066,R,1
IA,4,IA4,1651,162,14,K000362,R,1
IA,4,IA4,1746,162,14,K000362,R,1
IA,4,IA4,1650,162,14,K000362,R,1
IA,4,IA4,1745,162,14,K000362,R,1
IA,4,IA4,1841,162,14,K000362,R,1
KS,1,KS1,2218,163,15,H001057,R,1
KS,1,KS1,2217,163,15,H001057,R,1
KS,1,KS1,2312,163,15,H001057,R,1
KS,1,KS1,2311,163,15,H001057,R,1
KS,1,KS1,2216,163,15,H001057,R,1
KS,2,KS2,2505,164,15,J000290,R,1
KS,2,KS2,2504,164,15,J000290,R,1
KS,2,KS2,2503,164,15,J000290,R,1
KS,2,KS2,2409,164,15,J000290,R,1
KS,2,KS2,2410,164,15,J000290,R,1
KS,3,KS3,2219,165,15,Y000063,R,1
KS,3,KS3,2220,165,15,Y000063,R,1
KS,3,KS3,2315,165,15,Y000063,R,1
KS,3,KS3,2314,165,15,Y000063,R,1
KS,3,KS3,2313,165,15,Y000063,R,1
KS,4,KS4,2502,166,15,P000602,R,1
KS,4,KS4,2501,166,15,P000602,R,1
KS,4,KS4,2406,166,15,P000602,R,1
KS,4,KS4,2407,166,15,P000602,R,1
KS,4,KS4,2408,166,15,P000602,R,1
KY,1,KY1,2896,167,16,W000413,R,1
KY,1,KY1,2895,167,16,W000413,R,1
KY,1,KY1,2991,167,16,W000413,R,1
KY,1,KY1,2990,167,16,W000413,R,1
KY,1,KY1,2989,167,16,W000413,R,1
KY,2,KY2,2803,168,16,G000558,R,1
KY,2,KY2,2898,168,16,G000558,R,1
KY,2,KY2,2897,168,16,G000558,R,1
KY,2,KY2,2993,168,16,G000558,R,1
KY,2,KY2,2992,168,16,G000558,R,1
KY,3,KY3,2615,169,16,Y000062,D,1
KY,3,KY3,2710,169,16,Y000062,D,1
KY,3,KY3,2709,169,16,Y000062,D,1
KY,3,KY3,2708,169,16,Y000062,D,1
KY,3,KY3,2804,169,16,Y000062,D,1
KY,4,KY4,2618,170,16,M001184,R,1
KY,4,KY4,2522,170,16,M001184,R,1
KY,4,KY4,2617,170,16,M001184,R,1
KY,4,KY4,2616,170,16,M001184,R,1
KY,4,KY4,2711,170,16,M001184,R,1
KY,5,KY5,2619,171,16,R000395,R,1
KY,5,KY5,2713,171,16,R000395,R,1
KY,5,KY5,2712,171,16,R000395,R,1
KY,5,KY5,2808,171,16,R000395,R,1
KY,5,KY5,2807,171,16,R000395,R,1
KY,6,KY6,2806,172,16,B001282,R,2
KY,6,KY6,2900,172,16,B001282,R,2
KY,6,KY6,2805,172,16,B001282,R,2
KY,6,KY6,2899,172,16,B001282,R,2
KY,6,KY6,2994,172,16,B001282,R,2
LA,1,LA1,4030,173,17,S001176,R,1
LA,1,LA1,4126,173,17,S001176,R,1
LA,1,LA1,4127,173,17,S001176,R,1
LA,1,LA1,4220,173,17,S001176,R,1
LA,1,LA1,4316,173,17,S001176,R,1
LA,2,LA2,4028,174,17,R000588,D,1
LA,2,LA2,4123,174,17,R000588,D,1
LA,2,LA2,4124,174,17,R000588,D,1
LA,2,LA2,4125,174,17,R000588,D,1
LA,2,LA2,4219,174,17,R000588,D,1
LA,3,LA3,3837,175,17,B001255,R,1
LA,3,LA3,3932,175,17,B001255,R,1
LA,3,LA3,3933,175,17,B001255,R,1
LA,3,LA3,4027,175,17,B001255,R,1
LA,3,LA3,4026,175,17,B001255,R,1
LA,4,LA4,3553,176,17,F000456,R,0
LA,4,LA4,3647,176,17,F000456,R,0
LA,4,LA4,3742,176,17,F000456,R,0
LA,4,LA4,3648,176,17,F000456,R,0
LA,4,LA4,3743,176,17,F000456,R,0
LA,5,LA5,3554,177,17,A000374,R,1
LA,5,LA5,3555,177,17,A000374,R,1
LA,5,LA5,3649,177,17,A000374,R,1
LA,5,LA5,3744,177,17,A000374,R,1
LA,5,LA5,3745,177,17,A000374,R,1
LA,6,LA6,3838,178,17,G000577,R,1
LA,6,LA6,3839,178,17,G000577,R,1
LA,6,LA6,3934,178,17,G000577,R,1
LA,6,LA6,3935,178,17,G000577,R,1
LA,6,LA6,4029,178,17,G000577,R,1
ME,1,ME1,459,179,18,P000597,D,3
ME,1,ME1,554,179,18,P000597,D,3
ME,1,ME1,460,179,18,P000597,D,3
ME,1,ME1,555,179,18,P000597,D,3
ME,1,ME1,649,179,18,P000597,D,3
ME,2,ME2,364,180,18,P000611,R,1
ME,2,ME2,365,180,18,P000611,R,1
ME,2,ME2,366,180,18,P000611,R,1
ME,2,ME2,270,180,18,P000611,R,1
ME,2,ME2,269,180,18,P000611,R,1
MD,1,MD1,2726,181,19,H001052,R,1
MD,1,MD1,2727,181,19,H001052,R,1
MD,1,MD1,2631,181,19,H001052,R,1
MD,1,MD1,2632,181,19,H001052,R,1
MD,1,MD1,2633,181,19,H001052,R,1
MD,2,MD2,2250,182,19,R000576,D,1
MD,2,MD2,2251,182,19,R000576,D,1
MD,2,MD2,2345,182,19,R000576,D,1
MD,2,MD2,2441,182,19,R000576,D,1
MD,2,MD2,2535,182,19,R000576,D,1
MD,3,MD3,2532,183,19,S001168,D,1
MD,3,MD3,2533,183,19,S001168,D,1
MD,3,MD3,2437,183,19,S001168,D,1
MD,3,MD3,2438,183,19,S001168,D,1
MD,3,MD3,2439,183,19,S001168,D,1
MD,4,MD4,2722,184,19,E000290,D,1
MD,4,MD4,2723,184,19,E000290,D,1
MD,4,MD4,2627,184,19,E000290,D,1
MD,4,MD4,2628,184,19,E000290,D,1
MD,4,MD4,2531,184,19,E000290,D,1
MD,5,MD5,2913,185,19,H000874,D,1
MD,5,MD5,2914,185,19,H000874,D,1
MD,5,MD5,2817,185,19,H000874,D,1
MD,5,MD5,2818,185,19,H000874,D,1
MD,5,MD5,2819,185,19,H000874,D,1
MD,6,MD6,2245,186,19,D000620,D,1
MD,6,MD6,2243,186,19,D000620,D,1
MD,6,MD6,2244,186,19,D000620,D,1
MD,6,MD6,2242,186,19,D000620,D,1
MD,6,MD6,2337,186,19,D000620,D,1
MD,7,MD7,2343,187,19,C000984,D,1
MD,7,MD7,2344,187,19,C000984,D,1
MD,7,MD7,2249,187,19,C000984,D,1
MD,7,MD7,2248,187,19,C000984,D,1
MD,7,MD7,2342,187,19,C000984,D,1
MD,8,MD8,2436,188,19,V000128,D,2
MD,8,MD8,2340,188,19,V000128,D,2
MD,8,MD8,2341,188,19,V000128,D,2
MD,8,MD8,2246,188,19,V000128,D,2
MD,8,MD8,2247,188,19,V000128,D,2
MA,1,MA1,1025,189,20,N000015,D,1
MA,1,MA1,1026,189,20,N000015,D,1
MA,1,MA1,1027,189,20,N000015,D,1
MA,1,MA1,1122,189,20,N000015,D,1
MA,1,MA1,1121,189,20,N000015,D,1
MA,2,MA2,835,190,20,M000312,D,3
MA,2,MA2,836,190,20,M000312,D,3
MA,2,MA2,837,190,20,M000312,D,3
MA,2,MA2,932,190,20,M000312,D,3
MA,2,MA2,931,190,20,M000312,D,3
MA,3,MA3,838,191,20,T000465,D,1
MA,3,MA3,839,191,20,T000465,D,1
MA,3,MA3,935,191,20,T000465,D,1
MA,3,MA3,934,191,20,T000465,D,1
MA,3,MA3,933,191,20,T000465,D,1
MA,4,MA4,1123,192,20,K000379,D,2
MA,4,MA4,1124,192,20,K000379,D,2
MA,4,MA4,1125,192,20,K000379,D,2
MA,4,MA4,1029,192,20,K000379,D,2
MA,4,MA4,1028,192,20,K000379,D,2
MA,5,MA5,840,193,20,C001101,D,2
MA,5,MA5,841,193,20,C001101,D,2
MA,5,MA5,842,193,20,C001101,D,2
MA,5,MA5,937,193,20,C001101,D,2
MA,5,MA5,936,193,20,C001101,D,2
MA,6,MA6,749,194,20,M001196,D,2
MA,6,MA6,844,194,20,M001196,D,2
MA,6,MA6,843,194,20,M001196,D,2
MA,6,MA6,939,194,20,M001196,D,2
MA,6,MA6,938,194,20,M001196,D,2
MA,7,MA7,1128,195,20,C001037,D,2
MA,7,MA7,1129,195,20,C001037,D,2
MA,7,MA7,1130,195,20,C001037,D,2
MA,7,MA7,1034,195,20,C001037,D,2
MA,7,MA7,1033,195,20,C001037,D,2
MA,8,MA8,1030,196,20,L000562,D,1
MA,8,MA8,1031,196,20,L000562,D,1
MA,8,MA8,1032,196,20,L000562,D,1
MA,8,MA8,1127,196,20,L000562,D,1
MA,8,MA8,1126,196,20,L000562,D,1
MA,9,MA9,1224,197,20,K000375,D,2
MA,9,MA9,1225,197,20,K000375,D,2
MA,9,MA9,1321,197,20,K000375,D,2
MA,9,MA9,1226,197,20,K000375,D,2
MA,9,MA9,1132,197,20,K000375,D,2
MI,1,MI1,707,198,21,B001271,R,2
MI,1,MI1,708,198,21,B001271,R,2
MI,1,MI1,709,198,21,B001271,R,2
MI,1,MI1,803,198,21,B001271,R,2
MI,1,MI1,614,198,21,B001271,R,2
MI,2,MI2,615,199,21,H001058,R,1
MI,2,MI2,710,199,21,H001058,R,1
MI,2,MI2,804,199,21,H001058,R,1
MI,2,MI2,805,199,21,H001058,R,1
MI,2,MI2,900,199,21,H001058,R,1
MI,3,MI3,1473,200,21,A000367,R,1
MI,3,MI3,1378,200,21,A000367,R,1
MI,3,MI3,1379,200,21,A000367,R,1
MI,3,MI3,1284,200,21,A000367,R,1
MI,3,MI3,1285,200,21,A000367,R,1
MI,4,MI4,711,201,21,M001194,R,1
MI,4,MI4,712,201,21,M001194,R,1
MI,4,MI4,713,201,21,M001194,R,1
MI,4,MI4,617,201,21,M001194,R,1
MI,4,MI4,618,201,21,M001194,R,1
MI,5,MI5,903,202,21,K000380,D,1
MI,5,MI5,998,202,21,K000380,D,1
MI,5,MI5,904,202,21,K000380,D,1
MI,5,MI5,809,202,21,K000380,D,1
MI,5,MI5,905,202,21,K000380,D,1
MI,6,MI6,1567,203,21,U000031,R,2
MI,6,MI6,1568,203,21,U000031,R,2
MI,6,MI6,1569,203,21,U000031,R,2
MI,6,MI6,1474,203,21,U000031,R,2
MI,6,MI6,1475,203,21,U000031,R,2
MI,7,MI7,1570,204,21,W000798,R,1
MI,7,MI7,1571,204,21,W000798,R,1
MI,7,MI7,1572,204,21,W000798,R,1
MI,7,MI7,1477,204,21,W000798,R,1
MI,7,MI7,1476,204,21,W000798,R,1
MI,8,MI8,1189,205,21,B001293,R,1
MI,8,MI8,1188,205,21,B001293,R,1
MI,8,MI8,1094,205,21,B001293,R,1
MI,8,MI8,1093,205,21,B001293,R,1
MI,8,MI8,999,205,21,B001293,R,1
MI,9,MI9,812,206,21,L000263,D,1
MI,9,MI9,907,206,21,L000263,D,1
MI,9,MI9,1001,206,21,L000263,D,1
MI,9,MI9,908,206,21,L000263,D,1
MI,9,MI9,1002,206,21,L000263,D,1
MI,10,MI10,810,207,21,M001150,R,1
MI,10,MI10,811,207,21,M001150,R,1
MI,10,MI10,715,207,21,M001150,R,1
MI,10,MI10,716,207,21,M001150,R,1
MI,10,MI10,717,207,21,M001150,R,1
MI,11,MI11,906,208,21,T000475,R,0
MI,11,MI11,1000,208,21,T000475,R,0
MI,11,MI11,1095,208,21,T000475,R,0
MI,11,MI11,1096,208,21,T000475,R,0
MI,11,MI11,1190,208,21,T000475,R,0
MI,12,MI12,1380,209,21,D000624,D,3
MI,12,MI12,1381,209,21,D000624,D,3
MI,12,MI12,1286,209,21,D000624,D,3
MI,12,MI12,1287,209,21,D000624,D,3
MI,12,MI12,1191,209,21,D000624,D,3
MI,13,MI13,1288,210,21,C000714,D,2
MI,13,MI13,1382,210,21,C000714,D,2
MI,13,MI13,1289,210,21,C000714,D,2
MI,13,MI13,1383,210,21,C000714,D,2
MI,13,MI13,1478,210,21,C000714,D,2
MI,14,MI14,1097,211,21,L000581,D,1
MI,14,MI14,1192,211,21,L000581,D,1
MI,14,MI14,1193,211,21,L000581,D,1
MI,14,MI14,1099,211,21,L000581,D,1
MI,14,MI14,1194,211,21,L000581,D,1
MN,1,MN1,1272,212,22,W000799,D,1
MN,1,MN1,1271,212,22,W000799,D,1
MN,1,MN1,1270,212,22,W000799,D,1
MN,1,MN1,1175,212,22,W000799,D,1
MN,1,MN1,1176,212,22,W000799,D,1
MN,2,MN2,1274,213,22,K000363,R,1
MN,2,MN2,1178,213,22,K000363,R,1
MN,2,MN2,1083,213,22,K000363,R,1
MN,2,MN2,1177,213,22,K000363,R,1
MN,2,MN2,1273,213,22,K000363,R,1
MN,3,MN3,892,214,22,P000594,R,1
MN,3,MN3,891,214,22,P000594,R,1
MN,3,MN3,890,214,22,P000594,R,1
MN,3,MN3,795,214,22,P000594,R,1
MN,3,MN3,985,214,22,P000594,R,1
MN,4,MN4,893,215,22,M001143,D,2
MN,4,MN4,988,215,22,M001143,D,2
MN,4,MN4,894,215,22,M001143,D,2
MN,4,MN4,799,215,22,M001143,D,2
MN,4,MN4,798,215,22,M001143,D,2
MN,5,MN5,1082,216,22,E000288,D,3
MN,5,MN5,1081,216,22,E000288,D,3
MN,5,MN5,1080,216,22,E000288,D,3
MN,5,MN5,987,216,22,E000288,D,3
MN,5,MN5,986,216,22,E000288,D,3
MN,6,MN6,607,217,22,E000294,R,1
MN,6,MN6,702,217,22,E000294,R,1
MN,6,MN6,796,217,22,E000294,R,1
MN,6,MN6,703,217,22,E000294,R,1
MN,6,MN6,797,217,22,E000294,R,1
MN,7,MN7,701,218,22,P000258,D,1
MN,7,MN7,700,218,22,P000258,D,1
MN,7,MN7,606,218,22,P000258,D,1
MN,7,MN7,605,218,22,P000258,D,1
MN,7,MN7,512,218,22,P000258,D,1
MN,8,MN8,704,219,22,N000127,D,1
MN,8,MN8,705,219,22,N000127,D,1
MN,8,MN8,608,219,22,N000127,D,1
MN,8,MN8,609,219,22,N000127,D,1
MN,8,MN8,610,219,22,N000127,D,1
MS,1,MS1,3461,220,23,K000388,R,0
MS,1,MS1,3462,220,23,K000388,R,0
MS,1,MS1,3557,220,23,K000388,R,0
MS,1,MS1,3558,220,23,K000388,R,0
MS,1,MS1,3652,220,23,K000388,R,0
MS,2,MS2,3556,221,23,T000193,D,0
MS,2,MS2,3650,221,23,T000193,D,0
MS,2,MS2,3651,221,23,T000193,D,0
MS,2,MS2,3746,221,23,T000193,D,0
MS,2,MS2,3840,221,23,T000193,D,0
MS,3,MS3,3936,222,23,H001045,R,1
MS,3,MS3,3841,222,23,H001045,R,1
MS,3,MS3,3747,222,23,H001045,R,1
MS,3,MS3,3748,222,23,H001045,R,1
MS,3,MS3,3842,222,23,H001045,R,1
MS,4,MS4,4128,223,23,P000601,R,1
MS,4,MS4,4031,223,23,P000601,R,1
MS,4,MS4,4032,223,23,P000601,R,1
MS,4,MS4,3937,223,23,P000601,R,1
MS,4,MS4,3938,223,23,P000601,R,1
MO,1,MO1,2414,224,24,C001049,D,2
MO,1,MO1,2413,224,24,C001049,D,2
MO,1,MO1,2318,224,24,C001049,D,2
MO,1,MO1,2317,224,24,C001049,D,2
MO,1,MO1,2223,224,24,C001049,D,2
MO,2,MO2,2700,225,24,W000812,R,1
MO,2,MO2,2605,225,24,W000812,R,1
MO,2,MO2,2509,225,24,W000812,R,1
MO,2,MO2,2508,225,24,W000812,R,1
MO,2,MO2,2604,225,24,W000812,R,1
MO,3,MO3,2794,226,24,L000569,R,2
MO,3,MO3,2889,226,24,L000569,R,2
MO,3,MO3,2888,226,24,L000569,R,2
MO,3,MO3,2698,226,24,L000569,R,2
MO,3,MO3,2699,226,24,L000569,R,2
MO,4,MO4,2603,227,24,H001053,R,1
MO,4,MO4,2602,227,24,H001053,R,1
MO,4,MO4,2601,227,24,H001053,R,1
MO,4,MO4,2696,227,24,H001053,R,1
MO,4,MO4,2697,227,24,H001053,R,1
MO,5,MO5,2412,228,24,C001061,D,3
MO,5,MO5,2507,228,24,C001061,D,3
MO,5,MO5,2316,228,24,C001061,D,3
MO,5,MO5,2411,228,24,C001061,D,3
MO,5,MO5,2506,228,24,C001061,D,3
MO,6,MO6,2222,229,24,G000546,R,1
MO,6,MO6,2221,229,24,G000546,R,1
MO,6,MO6,2125,229,24,G000546,R,1
MO,6,MO6,2126,229,24,G000546,R,1
MO,6,MO6,2127,229,24,G000546,R,1
MO,7,MO7,2793,230,24,L000576,R,2
MO,7,MO7,2792,230,24,L000576,R,2
MO,7,MO7,2791,230,24,L000576,R,2
MO,7,MO7,2886,230,24,L000576,R,2
MO,7,MO7,2887,230,24,L000576,R,2
MO,8,MO8,2987,231,24,S001195,R,1
MO,8,MO8,2891,231,24,S001195,R,1
MO,8,MO8,2796,231,24,S001195,R,1
MO,8,MO8,2890,231,24,S001195,R,1
MO,8,MO8,2795,231,24,S001195,R,1
MT,0,MT0,486,232,25,Z000018,R,2
